,date,location,location_name,value
64593,2023-07-10,08,Colorado,12
64594,2023-08-09,19,Iowa,8
64595,2024-01-04,05,Arkansas,65
64596,2023-10-02,39,Ohio,88
64597,2023-10-13,38,North Dakota,11
64598,2023-06-25,18,Indiana,7
64599,2023-07-12,47,Tennessee,10
64600,2023-09-07,24,Maryland,52
64601,2023-10-02,32,Nevada,20
64602,2023-10-11,19,Iowa,26
64603,2023-08-22,06,California,391
64604,2024-01-18,02,Alaska,3
64605,2023-10-16,41,Oregon,51
64606,2024-01-27,72,Puerto Rico,13
64607,2023-07-05,41,Oregon,11
64608,2023-07-03,39,Ohio,19
64609,2023-12-27,18,Indiana,157
64610,2023-12-25,16,Idaho,21
64611,2023-12-27,26,Michigan,220
64612,2023-06-27,35,New Mexico,3
64613,2023-10-22,10,Delaware,4
64614,2023-09-13,55,Wisconsin,27
64615,2023-10-03,15,Hawaii,14
64616,2023-07-06,40,Oklahoma,7
64617,2023-12-25,27,Minnesota,63
64618,2023-06-07,01,Alabama,15
64619,2023-10-26,35,New Mexico,22
64620,2023-12-23,23,Maine,15
64621,2023-06-04,37,North Carolina,17
64622,2024-01-30,04,Arizona,72
64623,2023-11-08,10,Delaware,7
64624,2023-10-02,26,Michigan,82
64625,2023-09-17,78,Virgin Islands,0
64626,2024-01-09,30,Montana,22
64627,2024-01-11,02,Alaska,6
64628,2023-06-11,21,Kentucky,8
64629,2024-01-20,44,Rhode Island,9
64630,2023-07-07,24,Maryland,11
64631,2023-08-18,10,Delaware,4
64632,2023-10-11,34,New Jersey,80
64633,2023-12-28,01,Alabama,93
64634,2024-01-22,01,Alabama,67
64635,2023-08-20,31,Nebraska,8
64636,2023-12-03,40,Oklahoma,57
64637,2023-05-23,39,Ohio,40
64638,2023-06-03,36,New York,61
64639,2024-01-05,10,Delaware,15
64640,2023-09-01,06,California,392
64641,2023-08-01,28,Mississippi,13
64642,2023-11-27,21,Kentucky,71
64643,2023-12-14,05,Arkansas,34
64644,2023-11-29,49,Utah,46
64645,2023-10-06,37,North Carolina,79
64646,2023-07-24,31,Nebraska,6
64647,2023-08-27,44,Rhode Island,6
64648,2024-01-06,37,North Carolina,118
64649,2023-12-14,02,Alaska,4
64650,2023-06-14,55,Wisconsin,17
64651,2023-10-31,46,South Dakota,8
64652,2023-07-08,46,South Dakota,0
64653,2023-08-08,40,Oklahoma,14
64654,2023-07-11,45,South Carolina,19
64655,2023-10-08,21,Kentucky,25
64656,2023-12-25,33,New Hampshire,15
64657,2024-02-05,50,Vermont,8
64658,2023-11-12,32,Nevada,20
64659,2023-08-05,27,Minnesota,12
64660,2023-12-26,49,Utah,40
64661,2023-06-25,29,Missouri,15
64662,2023-09-11,36,New York,233
64663,2023-11-26,02,Alaska,2
64664,2023-09-22,27,Minnesota,38
64665,2023-10-04,05,Arkansas,18
64666,2024-01-01,23,Maine,24
64667,2023-06-14,72,Puerto Rico,29
64668,2023-08-25,36,New York,165
64669,2023-11-11,33,New Hampshire,6
64670,2023-06-15,20,Kansas,5
64671,2023-07-01,17,Illinois,21
64672,2023-12-28,41,Oregon,45
64673,2023-11-05,50,Vermont,6
64674,2023-08-21,42,Pennsylvania,70
64675,2023-12-23,42,Pennsylvania,196
64676,2023-06-03,18,Indiana,8
64677,2023-06-10,56,Wyoming,3
64678,2023-09-22,10,Delaware,14
64679,2023-07-11,72,Puerto Rico,20
64680,2023-11-22,78,Virgin Islands,0
64681,2023-05-22,50,Vermont,3
64682,2023-10-29,48,Texas,148
64683,2023-10-17,48,Texas,143
64684,2023-09-10,37,North Carolina,89
64685,2023-10-01,47,Tennessee,32
64686,2023-08-27,30,Montana,11
64687,2023-09-28,35,New Mexico,19
64688,2023-12-20,29,Missouri,117
64689,2024-01-31,46,South Dakota,15
64690,2023-05-24,53,Washington,29
64691,2023-11-15,50,Vermont,4
64692,2023-10-07,45,South Carolina,24
64693,2023-06-03,04,Arizona,23
64694,2023-05-24,35,New Mexico,5
64695,2023-06-16,36,New York,48
64696,2023-06-18,35,New Mexico,1
64697,2024-01-17,48,Texas,276
64698,2023-09-30,53,Washington,49
64699,2023-05-21,78,Virgin Islands,0
64700,2023-12-20,60,American Samoa,0
64701,2024-02-05,36,New York,274
64702,2023-11-11,49,Utah,18
64703,2024-01-08,06,California,456
64704,2023-11-01,18,Indiana,49
64705,2023-07-31,37,North Carolina,41
64706,2023-07-16,34,New Jersey,30
64707,2023-10-21,33,New Hampshire,8
64708,2023-11-02,13,Georgia,52
64709,2023-07-21,54,West Virginia,4
64710,2024-01-09,34,New Jersey,177
64711,2023-06-17,01,Alabama,16
64712,2023-10-05,08,Colorado,55
64713,2023-06-01,78,Virgin Islands,1
64714,2023-06-14,11,District of Columbia,3
64715,2023-11-11,78,Virgin Islands,0
64716,2023-09-05,42,Pennsylvania,117
64717,2023-05-21,41,Oregon,14
64718,2023-12-05,47,Tennessee,70
64719,2023-11-19,51,Virginia,59
64720,2024-01-19,40,Oklahoma,42
64721,2023-08-30,09,Connecticut,33
64722,2024-01-16,31,Nebraska,18
64723,2023-08-14,44,Rhode Island,5
64724,2023-09-19,35,New Mexico,6
64725,2023-07-06,41,Oregon,15
64726,2024-02-01,55,Wisconsin,53
64727,2023-09-25,49,Utah,30
64728,2023-06-06,39,Ohio,37
64729,2023-09-07,54,West Virginia,29
64730,2024-02-02,06,California,315
64731,2024-01-24,19,Iowa,19
64732,2023-05-21,12,Florida,104
64733,2023-10-29,16,Idaho,19
64734,2023-09-10,19,Iowa,23
64735,2023-07-03,11,District of Columbia,5
64736,2023-06-27,37,North Carolina,25
64737,2023-08-22,25,Massachusetts,45
64738,2023-07-29,51,Virginia,20
64739,2023-06-21,19,Iowa,5
64740,2023-06-19,55,Wisconsin,21
64741,2023-06-12,40,Oklahoma,10
64742,2023-09-28,01,Alabama,38
64743,2023-06-13,28,Mississippi,5
64744,2024-01-30,39,Ohio,97
64745,2023-07-17,18,Indiana,12
64746,2023-08-10,60,American Samoa,0
64747,2023-06-07,18,Indiana,16
64748,2023-07-26,01,Alabama,24
64749,2023-12-06,55,Wisconsin,91
64750,2023-07-23,31,Nebraska,5
64751,2023-09-13,22,Louisiana,36
64752,2023-10-19,23,Maine,10
64753,2023-07-02,40,Oklahoma,6
64754,2023-06-15,04,Arizona,30
64755,2023-10-28,36,New York,159
64756,2023-12-05,31,Nebraska,30
64757,2023-11-21,33,New Hampshire,13
64758,2023-12-15,27,Minnesota,84
64759,2023-10-03,50,Vermont,4
64760,2023-08-25,09,Connecticut,21
64761,2023-12-08,46,South Dakota,19
64762,2024-01-29,24,Maryland,37
64763,2023-11-22,01,Alabama,26
64764,2023-11-13,17,Illinois,121
64765,2023-08-24,13,Georgia,162
64766,2023-12-15,15,Hawaii,8
64767,2023-10-29,33,New Hampshire,10
64768,2023-08-05,09,Connecticut,22
64769,2023-07-29,25,Massachusetts,26
64770,2023-08-16,12,Florida,300
64771,2023-11-10,28,Mississippi,16
64772,2023-11-09,78,Virgin Islands,0
64773,2024-01-06,21,Kentucky,64
64774,2024-02-02,35,New Mexico,10
64775,2023-12-10,36,New York,262
64776,2023-06-06,24,Maryland,4
64777,2023-08-19,32,Nevada,21
64778,2023-12-30,17,Illinois,229
64779,2023-11-23,04,Arizona,73
64780,2023-10-17,21,Kentucky,37
64781,2024-01-04,28,Mississippi,34
64782,2023-07-01,53,Washington,21
64783,2023-10-17,41,Oregon,31
64784,2023-10-21,47,Tennessee,30
64785,2023-08-30,38,North Dakota,3
64786,2023-06-24,53,Washington,12
64787,2023-10-03,38,North Dakota,7
64788,2023-06-01,35,New Mexico,5
64789,2023-07-27,17,Illinois,40
64790,2023-07-27,32,Nevada,15
64791,2023-11-28,33,New Hampshire,13
64792,2024-02-04,12,Florida,264
64793,2023-11-01,56,Wyoming,5
64794,2023-12-30,40,Oklahoma,53
64795,2023-09-27,20,Kansas,12
64796,2023-07-24,36,New York,80
64797,2023-11-30,24,Maryland,64
64798,2024-02-03,17,Illinois,87
64799,2023-08-14,21,Kentucky,29
64800,2023-07-09,78,Virgin Islands,1
64801,2024-01-25,51,Virginia,85
64802,2023-07-08,31,Nebraska,2
64803,2023-09-30,12,Florida,168
64804,2023-07-23,22,Louisiana,22
64805,2023-05-29,37,North Carolina,27
64806,2023-12-12,12,Florida,189
64807,2024-01-02,30,Montana,26
64808,2023-07-12,39,Ohio,22
64809,2023-07-01,31,Nebraska,2
64810,2023-05-29,28,Mississippi,3
64811,2023-07-17,78,Virgin Islands,0
64812,2024-01-29,34,New Jersey,130
64813,2023-08-28,40,Oklahoma,25
64814,2023-11-17,30,Montana,15
64815,2023-10-08,26,Michigan,72
64816,2023-09-30,09,Connecticut,27
64817,2023-08-29,60,American Samoa,0
64818,2023-07-28,54,West Virginia,10
64819,2023-12-01,08,Colorado,74
64820,2023-05-23,08,Colorado,26
64821,2023-06-01,04,Arizona,28
64822,2023-12-19,29,Missouri,107
64823,2023-12-07,04,Arizona,62
64824,2024-02-02,21,Kentucky,43
64825,2023-06-04,46,South Dakota,3
64826,2023-09-16,44,Rhode Island,4
64827,2023-12-22,12,Florida,223
64828,2023-12-02,02,Alaska,1
64829,2023-08-01,42,Pennsylvania,42
64830,2023-08-25,53,Washington,48
64831,2023-06-08,24,Maryland,10
64832,2024-02-03,72,Puerto Rico,16
64833,2023-12-12,45,South Carolina,34
64834,2023-08-12,45,South Carolina,38
64835,2024-01-13,13,Georgia,132
64836,2023-10-28,60,American Samoa,0
64837,2023-10-22,44,Rhode Island,7
64838,2023-11-05,55,Wisconsin,52
64839,2023-12-16,22,Louisiana,33
64840,2024-01-03,50,Vermont,8
64841,2023-09-22,50,Vermont,3
64842,2023-09-17,35,New Mexico,9
64843,2023-11-23,26,Michigan,111
64844,2023-07-04,11,District of Columbia,0
64845,2023-08-07,06,California,244
64846,2023-05-31,13,Georgia,21
64847,2023-11-08,40,Oklahoma,26
64848,2023-12-02,17,Illinois,173
64849,2023-05-27,16,Idaho,1
64850,2023-11-14,23,Maine,9
64851,2023-08-27,45,South Carolina,55
64852,2023-11-03,25,Massachusetts,63
64853,2023-10-31,16,Idaho,12
64854,2024-01-08,25,Massachusetts,135
64855,2023-11-10,18,Indiana,31
64856,2023-08-02,17,Illinois,53
64857,2023-06-08,41,Oregon,13
64858,2023-09-26,01,Alabama,47
64859,2023-12-28,35,New Mexico,30
64860,2023-10-06,42,Pennsylvania,96
64861,2023-11-26,32,Nevada,33
64862,2023-06-07,17,Illinois,32
64863,2024-01-23,41,Oregon,23
64864,2023-12-06,49,Utah,32
64865,2024-01-29,50,Vermont,8
64866,2023-06-13,51,Virginia,26
64867,2023-07-30,60,American Samoa,0
64868,2023-12-09,19,Iowa,54
64869,2023-09-27,50,Vermont,11
64870,2023-11-07,31,Nebraska,31
64871,2023-08-14,11,District of Columbia,4
64872,2023-06-26,28,Mississippi,7
64873,2023-07-19,29,Missouri,18
64874,2024-01-22,42,Pennsylvania,164
64875,2023-09-26,08,Colorado,42
64876,2023-11-03,40,Oklahoma,26
64877,2023-12-05,38,North Dakota,15
64878,2023-12-07,24,Maryland,65
64879,2023-11-08,28,Mississippi,14
64880,2023-06-21,31,Nebraska,1
64881,2023-09-09,49,Utah,14
64882,2023-08-28,33,New Hampshire,5
64883,2023-05-23,33,New Hampshire,5
64884,2023-05-27,28,Mississippi,5
64885,2023-05-23,49,Utah,6
64886,2023-06-27,20,Kansas,8
64887,2023-10-04,09,Connecticut,36
64888,2024-01-22,32,Nevada,18
64889,2023-10-26,08,Colorado,64
64890,2023-05-25,46,South Dakota,3
64891,2023-11-05,12,Florida,109
64892,2023-05-30,39,Ohio,45
64893,2023-08-10,36,New York,147
64894,2023-11-30,56,Wyoming,6
64895,2023-09-11,31,Nebraska,8
64896,2023-08-30,72,Puerto Rico,22
64897,2023-06-23,22,Louisiana,18
64898,2023-07-16,08,Colorado,16
64899,2023-07-25,29,Missouri,27
64900,2023-05-22,24,Maryland,23
64901,2023-12-21,55,Wisconsin,94
64902,2023-11-13,02,Alaska,2
64903,2023-12-23,50,Vermont,4
64904,2023-06-18,78,Virgin Islands,0
64905,2023-11-27,10,Delaware,12
64906,2023-07-13,21,Kentucky,5
64907,2023-06-05,33,New Hampshire,3
64908,2023-07-24,54,West Virginia,1
64909,2023-10-02,04,Arizona,41
64910,2023-07-15,31,Nebraska,4
64911,2023-07-14,31,Nebraska,4
64912,2024-02-05,34,New Jersey,117
64913,2023-07-28,30,Montana,5
64914,2024-01-18,34,New Jersey,136
64915,2023-08-19,11,District of Columbia,2
64916,2023-08-05,19,Iowa,5
64917,2023-08-09,29,Missouri,33
64918,2024-01-07,01,Alabama,77
64919,2023-12-13,30,Montana,22
64920,2023-09-06,44,Rhode Island,11
64921,2023-06-14,26,Michigan,18
64922,2023-08-26,15,Hawaii,11
64923,2023-07-30,20,Kansas,10
64924,2023-08-22,22,Louisiana,55
64925,2023-12-27,01,Alabama,72
64926,2023-12-25,60,American Samoa,0
64927,2023-08-03,45,South Carolina,22
64928,2023-08-03,17,Illinois,66
64929,2023-11-15,34,New Jersey,64
64930,2023-10-25,51,Virginia,87
64931,2023-10-06,06,California,261
64932,2023-06-24,16,Idaho,5
64933,2023-09-12,40,Oklahoma,28
64934,2023-06-10,29,Missouri,9
64935,2023-11-18,04,Arizona,88
64936,2023-06-30,51,Virginia,18
64937,2023-09-08,37,North Carolina,93
64938,2023-10-19,48,Texas,130
64939,2023-10-11,48,Texas,154
64940,2023-08-20,46,South Dakota,6
64941,2023-07-28,44,Rhode Island,0
64942,2023-12-23,30,Montana,9
64943,2023-12-10,18,Indiana,123
64944,2023-08-06,49,Utah,4
64945,2023-08-21,54,West Virginia,12
64946,2023-11-09,05,Arkansas,25
64947,2023-09-23,49,Utah,13
64948,2023-12-22,28,Mississippi,23
64949,2023-12-13,40,Oklahoma,59
64950,2023-08-27,12,Florida,393
64951,2023-07-11,12,Florida,156
64952,2023-07-06,54,West Virginia,0
64953,2023-07-25,45,South Carolina,18
64954,2023-11-20,35,New Mexico,16
64955,2023-10-20,06,California,248
64956,2023-09-21,78,Virgin Islands,0
64957,2023-08-25,21,Kentucky,42
64958,2024-01-17,19,Iowa,25
64959,2024-02-05,20,Kansas,26
64960,2023-05-26,22,Louisiana,11
64961,2024-01-02,32,Nevada,44
64962,2023-07-21,72,Puerto Rico,35
64963,2023-09-16,24,Maryland,34
64964,2024-02-04,31,Nebraska,17
64965,2023-05-24,21,Kentucky,16
64966,2023-10-08,48,Texas,186
64967,2023-07-18,41,Oregon,9
64968,2023-09-07,30,Montana,14
64969,2023-10-18,34,New Jersey,63
64970,2023-12-13,50,Vermont,5
64971,2023-10-12,05,Arkansas,20
64972,2023-09-01,40,Oklahoma,34
64973,2024-01-09,45,South Carolina,64
64974,2023-06-01,01,Alabama,29
64975,2023-07-07,04,Arizona,31
64976,2024-01-05,27,Minnesota,80
64977,2023-11-24,48,Texas,150
64978,2023-08-04,21,Kentucky,19
64979,2023-08-07,40,Oklahoma,19
64980,2023-07-26,48,Texas,125
64981,2023-10-30,24,Maryland,37
64982,2023-07-31,19,Iowa,7
64983,2023-08-09,09,Connecticut,23
64984,2023-12-29,41,Oregon,53
64985,2023-09-05,02,Alaska,8
64986,2023-06-06,28,Mississippi,7
64987,2023-05-28,60,American Samoa,0
64988,2023-07-13,44,Rhode Island,2
64989,2023-06-11,60,American Samoa,0
64990,2023-12-08,04,Arizona,55
64991,2023-12-23,20,Kansas,38
64992,2023-12-21,02,Alaska,1
64993,2023-09-24,38,North Dakota,8
64994,2023-09-01,22,Louisiana,41
64995,2023-11-07,04,Arizona,78
64996,2023-11-29,33,New Hampshire,11
64997,2023-07-01,35,New Mexico,4
64998,2023-06-15,50,Vermont,0
64999,2023-07-02,20,Kansas,4
65000,2023-12-16,44,Rhode Island,8
65001,2023-08-05,48,Texas,134
65002,2023-08-16,06,California,350
65003,2023-11-12,24,Maryland,20
65004,2024-01-26,40,Oklahoma,39
65005,2023-05-28,41,Oregon,4
65006,2023-11-20,78,Virgin Islands,0
65007,2023-06-04,19,Iowa,4
65008,2023-09-03,11,District of Columbia,6
65009,2023-12-06,42,Pennsylvania,155
65010,2023-09-13,32,Nevada,21
65011,2023-06-25,72,Puerto Rico,16
65012,2023-08-03,06,California,250
65013,2023-10-12,53,Washington,42
65014,2023-11-11,16,Idaho,17
65015,2023-08-14,38,North Dakota,1
65016,2023-12-16,55,Wisconsin,82
65017,2023-09-05,22,Louisiana,68
65018,2024-01-31,38,North Dakota,7
65019,2023-05-29,41,Oregon,15
65020,2023-05-26,34,New Jersey,21
65021,2024-02-03,25,Massachusetts,75
65022,2024-02-04,19,Iowa,11
65023,2024-01-19,06,California,475
65024,2024-01-29,10,Delaware,8
65025,2023-10-09,19,Iowa,18
65026,2023-11-02,44,Rhode Island,14
65027,2023-08-23,45,South Carolina,46
65028,2023-11-18,39,Ohio,136
65029,2023-06-22,36,New York,59
65030,2023-10-28,20,Kansas,29
65031,2023-10-01,06,California,223
65032,2023-09-25,16,Idaho,24
65033,2023-09-24,42,Pennsylvania,87
65034,2023-07-29,12,Florida,231
65035,2023-07-20,40,Oklahoma,10
65036,2023-08-10,47,Tennessee,41
65037,2024-02-01,37,North Carolina,97
65038,2023-10-10,32,Nevada,33
65039,2024-02-01,42,Pennsylvania,127
65040,2023-07-06,08,Colorado,13
65041,2023-11-05,06,California,221
65042,2023-12-13,06,California,445
65043,2023-11-17,12,Florida,101
65044,2023-08-12,25,Massachusetts,49
65045,2023-12-23,34,New Jersey,130
65046,2023-12-30,54,West Virginia,42
65047,2023-10-08,19,Iowa,14
65048,2023-06-30,37,North Carolina,18
65049,2023-10-14,32,Nevada,30
65050,2023-08-10,15,Hawaii,20
65051,2023-11-20,28,Mississippi,19
65052,2023-12-03,53,Washington,36
65053,2023-09-20,11,District of Columbia,16
65054,2024-01-28,12,Florida,291
65055,2023-06-23,27,Minnesota,11
65056,2023-08-26,47,Tennessee,54
65057,2023-11-20,04,Arizona,87
65058,2023-11-25,02,Alaska,3
65059,2023-08-24,27,Minnesota,26
65060,2023-09-03,30,Montana,7
65061,2023-08-05,36,New York,97
65062,2023-10-12,36,New York,205
65063,2023-08-01,27,Minnesota,12
65064,2023-11-19,13,Georgia,48
65065,2023-08-13,17,Illinois,53
65066,2024-01-27,35,New Mexico,12
65067,2023-06-25,36,New York,60
65068,2023-06-17,17,Illinois,37
65069,2023-11-26,22,Louisiana,22
65070,2023-09-01,34,New Jersey,55
65071,2023-12-18,13,Georgia,113
65072,2023-06-28,25,Massachusetts,20
65073,2023-05-29,13,Georgia,18
65074,2023-12-01,31,Nebraska,28
65075,2023-08-06,35,New Mexico,3
65076,2023-12-04,40,Oklahoma,50
65077,2023-10-15,29,Missouri,40
65078,2023-08-15,08,Colorado,23
65079,2024-01-03,04,Arizona,103
65080,2023-10-23,33,New Hampshire,14
65081,2023-11-12,12,Florida,112
65082,2023-09-15,05,Arkansas,31
65083,2023-10-21,15,Hawaii,17
65084,2023-08-06,36,New York,118
65085,2023-05-25,33,New Hampshire,2
65086,2023-11-09,18,Indiana,62
65087,2024-02-01,02,Alaska,8
65088,2023-06-22,25,Massachusetts,13
65089,2023-06-12,53,Washington,27
65090,2023-06-27,51,Virginia,18
65091,2023-08-08,30,Montana,1
65092,2023-09-06,04,Arizona,51
65093,2023-08-29,21,Kentucky,37
65094,2023-10-07,38,North Dakota,8
65095,2023-08-29,09,Connecticut,35
65096,2023-12-07,39,Ohio,169
65097,2023-07-02,23,Maine,2
65098,2024-01-24,37,North Carolina,117
65099,2023-11-09,33,New Hampshire,17
65100,2023-11-18,45,South Carolina,35
65101,2023-10-16,08,Colorado,45
65102,2023-05-20,10,Delaware,2
65103,2023-12-01,46,South Dakota,12
65104,2023-08-15,51,Virginia,39
65105,2023-09-23,33,New Hampshire,9
65106,2023-07-21,01,Alabama,26
65107,2023-09-05,55,Wisconsin,31
65108,2024-01-12,09,Connecticut,73
65109,2023-11-03,45,South Carolina,29
65110,2023-07-07,35,New Mexico,5
65111,2023-09-11,53,Washington,51
65112,2023-12-22,44,Rhode Island,14
65113,2023-11-04,30,Montana,10
65114,2023-10-20,16,Idaho,21
65115,2024-01-10,48,Texas,301
65116,2023-07-11,37,North Carolina,26
65117,2023-09-28,37,North Carolina,75
65118,2023-09-15,32,Nevada,23
65119,2023-11-04,12,Florida,88
65120,2023-07-03,49,Utah,6
65121,2023-07-04,60,American Samoa,0
65122,2023-12-09,28,Mississippi,18
65123,2023-09-02,06,California,371
65124,2023-07-02,54,West Virginia,1
65125,2023-12-24,20,Kansas,35
65126,2023-05-26,02,Alaska,3
65127,2023-05-27,10,Delaware,1
65128,2024-01-12,24,Maryland,64
65129,2023-07-22,15,Hawaii,19
65130,2023-06-20,54,West Virginia,5
65131,2023-08-19,54,West Virginia,9
65132,2023-10-28,21,Kentucky,63
65133,2023-07-06,06,California,182
65134,2023-09-21,12,Florida,226
65135,2023-11-25,20,Kansas,26
65136,2023-07-10,36,New York,60
65137,2023-06-30,35,New Mexico,5
65138,2023-05-21,26,Michigan,35
65139,2023-12-27,51,Virginia,161
65140,2023-11-16,23,Maine,9
65141,2023-06-09,36,New York,67
65142,2023-07-09,25,Massachusetts,14
65143,2023-08-13,45,South Carolina,38
65144,2023-12-20,51,Virginia,117
65145,2023-11-14,06,California,307
65146,2023-08-02,78,Virgin Islands,1
65147,2023-12-29,26,Michigan,245
65148,2023-09-21,30,Montana,12
65149,2023-05-27,04,Arizona,25
65150,2023-10-10,50,Vermont,4
65151,2023-07-08,17,Illinois,32
65152,2023-06-06,33,New Hampshire,3
65153,2023-12-02,37,North Carolina,61
65154,2024-01-05,44,Rhode Island,26
65155,2023-10-23,41,Oregon,34
65156,2023-05-29,46,South Dakota,0
65157,2023-10-08,53,Washington,70
65158,2024-01-14,16,Idaho,14
65159,2023-06-05,49,Utah,14
65160,2024-01-16,08,Colorado,51
65161,2023-11-29,16,Idaho,18
65162,2023-09-26,41,Oregon,45
65163,2024-01-27,01,Alabama,52
65164,2023-12-24,50,Vermont,9
65165,2023-10-12,23,Maine,4
65166,2023-08-05,37,North Carolina,43
65167,2023-12-27,13,Georgia,166
65168,2023-06-17,51,Virginia,15
65169,2023-10-26,53,Washington,30
65170,2023-10-25,17,Illinois,107
65171,2023-10-16,26,Michigan,68
65172,2023-07-12,04,Arizona,25
65173,2023-09-03,41,Oregon,28
65174,2023-07-13,60,American Samoa,0
65175,2023-09-12,15,Hawaii,14
65176,2023-06-25,56,Wyoming,1
65177,2023-06-20,40,Oklahoma,8
65178,2023-08-26,02,Alaska,3
65179,2023-05-28,08,Colorado,13
65180,2023-11-27,23,Maine,11
65181,2023-06-16,78,Virgin Islands,1
65182,2023-12-18,46,South Dakota,21
65183,2023-08-15,32,Nevada,20
65184,2023-12-27,34,New Jersey,251
65185,2024-01-14,35,New Mexico,8
65186,2023-08-03,31,Nebraska,5
65187,2023-09-08,13,Georgia,85
65188,2023-08-20,19,Iowa,20
65189,2023-08-19,05,Arkansas,27
65190,2023-10-06,09,Connecticut,32
65191,2024-01-07,53,Washington,48
65192,2024-01-22,18,Indiana,37
65193,2023-11-16,42,Pennsylvania,118
65194,2023-10-07,13,Georgia,38
65195,2023-06-28,54,West Virginia,2
65196,2023-05-21,18,Indiana,14
65197,2023-08-12,12,Florida,273
65198,2024-01-31,13,Georgia,114
65199,2023-09-28,08,Colorado,48
65200,2023-06-29,24,Maryland,20
65201,2023-06-25,13,Georgia,28
65202,2023-10-13,55,Wisconsin,51
65203,2023-08-03,54,West Virginia,6
65204,2023-07-26,18,Indiana,15
65205,2023-06-05,21,Kentucky,11
65206,2023-07-17,09,Connecticut,17
65207,2023-11-03,06,California,251
65208,2023-12-05,15,Hawaii,16
65209,2024-01-29,16,Idaho,16
65210,2023-10-20,49,Utah,27
65211,2023-12-17,78,Virgin Islands,1
65212,2023-11-23,08,Colorado,75
65213,2024-01-08,12,Florida,236
65214,2023-10-14,22,Louisiana,19
65215,2023-06-20,18,Indiana,14
65216,2023-07-04,31,Nebraska,3
65217,2023-06-26,08,Colorado,11
65218,2023-06-11,46,South Dakota,4
65219,2023-07-24,29,Missouri,18
65220,2023-10-22,27,Minnesota,36
65221,2023-11-02,26,Michigan,73
65222,2023-06-17,37,North Carolina,14
65223,2023-09-11,12,Florida,285
65224,2024-01-20,47,Tennessee,38
65225,2023-06-28,60,American Samoa,0
65226,2023-08-08,32,Nevada,12
65227,2024-01-06,53,Washington,50
65228,2023-08-24,54,West Virginia,8
65229,2023-06-07,31,Nebraska,2
65230,2023-12-14,50,Vermont,6
65231,2023-12-28,26,Michigan,219
65232,2023-05-25,01,Alabama,15
65233,2023-09-19,26,Michigan,69
65234,2023-11-03,54,West Virginia,15
65235,2023-11-01,39,Ohio,71
65236,2023-05-24,04,Arizona,18
65237,2023-12-29,54,West Virginia,49
65238,2023-11-22,35,New Mexico,23
65239,2023-07-15,12,Florida,146
65240,2023-06-12,11,District of Columbia,0
65241,2023-10-10,26,Michigan,55
65242,2024-01-21,33,New Hampshire,9
65243,2023-10-25,40,Oklahoma,26
65244,2023-11-15,30,Montana,17
65245,2024-01-24,48,Texas,304
65246,2023-06-13,18,Indiana,12
65247,2023-08-19,72,Puerto Rico,11
65248,2023-06-02,48,Texas,87
65249,2023-07-18,29,Missouri,18
65250,2023-10-07,47,Tennessee,36
65251,2023-08-28,39,Ohio,69
65252,2023-10-26,21,Kentucky,40
65253,2023-06-15,31,Nebraska,4
65254,2023-12-26,29,Missouri,110
65255,2024-01-30,33,New Hampshire,14
65256,2024-01-01,15,Hawaii,14
65257,2023-12-25,36,New York,398
65258,2023-12-30,51,Virginia,137
65259,2024-01-12,23,Maine,10
65260,2023-11-30,39,Ohio,183
65261,2023-09-05,16,Idaho,7
65262,2023-09-18,26,Michigan,92
65263,2023-10-23,13,Georgia,51
65264,2023-08-17,12,Florida,299
65265,2023-07-02,10,Delaware,2
65266,2023-08-16,20,Kansas,10
65267,2023-08-17,34,New Jersey,41
65268,2023-07-05,54,West Virginia,5
65269,2023-07-11,48,Texas,95
65270,2023-08-06,16,Idaho,6
65271,2023-11-02,09,Connecticut,27
65272,2023-09-17,42,Pennsylvania,107
65273,2023-07-14,60,American Samoa,0
65274,2023-12-24,05,Arkansas,45
65275,2024-01-26,21,Kentucky,46
65276,2023-11-21,60,American Samoa,0
65277,2023-12-21,22,Louisiana,49
65278,2024-01-10,50,Vermont,8
65279,2023-10-09,30,Montana,15
65280,2023-09-21,20,Kansas,20
65281,2023-11-13,46,South Dakota,14
65282,2023-10-01,23,Maine,2
65283,2023-07-07,47,Tennessee,10
65284,2023-09-27,17,Illinois,98
65285,2023-06-30,26,Michigan,23
65286,2023-11-01,24,Maryland,34
65287,2023-06-19,28,Mississippi,5
65288,2023-07-10,53,Washington,16
65289,2023-06-10,41,Oregon,11
65290,2024-01-10,51,Virginia,133
65291,2023-09-14,40,Oklahoma,27
65292,2023-11-07,21,Kentucky,63
65293,2023-12-13,12,Florida,171
65294,2023-11-16,09,Connecticut,46
65295,2023-08-08,23,Maine,3
65296,2023-05-31,23,Maine,4
65297,2023-12-19,72,Puerto Rico,18
65298,2023-05-25,72,Puerto Rico,15
65299,2023-07-29,54,West Virginia,6
65300,2023-08-20,48,Texas,199
65301,2023-11-28,47,Tennessee,49
65302,2023-08-11,72,Puerto Rico,21
65303,2023-09-01,55,Wisconsin,28
65304,2023-12-30,06,California,523
65305,2023-06-02,08,Colorado,14
65306,2023-11-18,50,Vermont,5
65307,2023-10-09,48,Texas,188
65308,2023-11-01,22,Louisiana,17
65309,2023-07-05,60,American Samoa,0
65310,2023-10-23,46,South Dakota,7
65311,2023-12-02,55,Wisconsin,74
